base_code,SP,SP_D,TCT,TCT_D,ST,ST_D,DG,DG_D,KV,KV_D,KH,KH_D,frac_diff_SP,cumulative_frac_diff_SP,frac_diff_SP_D,cumulative_frac_diff_SP_D,frac_diff_TCT,cumulative_frac_diff_TCT,frac_diff_TCT_D,cumulative_frac_diff_TCT_D,frac_diff_ST,cumulative_frac_diff_ST,frac_diff_ST_D,cumulative_frac_diff_ST_D,frac_diff_DG,cumulative_frac_diff_DG,frac_diff_DG_D,cumulative_frac_diff_DG_D,frac_diff_KV,cumulative_frac_diff_KV,frac_diff_KV_D,cumulative_frac_diff_KV_D,frac_diff_KH,cumulative_frac_diff_KH,frac_diff_KH_D,cumulative_frac_diff_KH_D
AA,46.307358,49.74628,50.828743,50.828156,50.828743,50.828476,50.828743,50.828476,50.828743,50.828476,50.828743,50.828476,-0.2396164532019705,-0.2396164532019705,-0.1831481116584566,-0.1831481116584566,-0.16537367816091958,-0.16537367816091958,-0.16538331691297217,-0.16538331691297217,-0.16537367816091958,-0.16537367816091958,-0.1653780623973728,-0.1653780623973728,-0.16537367816091958,-0.16537367816091958,-0.1653780623973728,-0.1653780623973728,-0.16537367816091958,-0.16537367816091958,-0.1653780623973728,-0.1653780623973728,-0.16537367816091958,-0.16537367816091958,-0.1653780623973728,-0.1653780623973728
AW,46.307358,49.74629,50.82878,50.82819,50.82876,50.828487,50.82876,50.828487,50.828815,50.82855,50.828815,50.828487,-0.2396164532019705,-0.479232906403941,-0.18314794745484406,-0.36629605911330065,-0.1653730706075534,-0.330746748768473,-0.16538275862068974,-0.3307660755336619,-0.16537339901477835,-0.33074707717569796,-0.16537788177339904,-0.3307559441707718,-0.16537339901477835,-0.33074707717569796,-0.16537788177339904,-0.3307559441707718,-0.1653724958949098,-0.3307461740558294,-0.16537684729064048,-0.33075490968801324,-0.1653724958949098,-0.3307461740558294,-0.16537788177339904,-0.3307559441707718
BA,46.307358,49.74628,50.828743,50.828156,50.828743,50.828476,50.82876,50.828487,50.828743,50.828476,50.828743,50.828476,-0.2396164532019705,-0.7188493596059116,-0.1831481116584566,-0.5494441707717572,-0.16537367816091958,-0.49612042692939257,-0.16538331691297217,-0.49614939244663403,-0.16537367816091958,-0.49612075533661754,-0.1653780623973728,-0.4961340065681446,-0.16537339901477835,-0.4961204761904763,-0.16537788177339904,-0.4961338259441709,-0.16537367816091958,-0.496119852216749,-0.1653780623973728,-0.49613297208538604,-0.16537367816091958,-0.496119852216749,-0.1653780623973728,-0.4961340065681446
AB,34.73546,46.174534,39.46281,44.871548,39.46297,44.789238,39.46297,44.789238,49.322758,49.32252,49.322758,49.32252,-0.4296311986863711,-1.1484805582922828,-0.24179747126436787,-0.7912416420361251,-0.3520064039408868,-0.8481268308702794,-0.263192972085386,-0.7593423645320201,-0.35200377668308713,-0.8481245320197046,-0.26454453201970457,-0.7606785385878492,-0.35200377668308713,-0.8481242528735634,-0.26454453201970457,-0.7606783579638754,-0.19010249589490977,-0.6862223481116587,-0.19010640394088682,-0.6862393760262728,-0.19010249589490977,-0.6862223481116587,-0.19010640394088682,-0.6862404105090314
AP,34.73546,47.423393,49.322758,49.322186,39.462852,44.789276,39.46281,44.78928,49.32277,49.322536,49.32277,49.32255,-0.4296311986863711,-1.5781117569786538,-0.22129075533661752,-1.0125323973727427,-0.19010249589490977,-1.0382293267651892,-0.19011188834154355,-0.9494542528735637,-0.35200571428571437,-1.2001302463054189,-0.26454390804597705,-1.0252224466338262,-0.3520064039408868,-1.20013065681445,-0.2645438423645321,-1.0252222003284075,-0.1901022988505748,-0.8763246469622336,-0.19010614121510683,-0.8763455172413797,-0.1901022988505748,-0.8763246469622336,-0.19010591133004934,-0.8763463218390808
BB,34.735466,46.174534,39.462852,44.871586,39.462852,44.789276,39.462826,44.789276,49.32277,49.322536,49.32277,49.32255,-0.42963110016420364,-2.0077428571428575,-0.24179747126436787,-1.2543298686371105,-0.35200571428571437,-1.3902350410509037,-0.26319234811165854,-1.2126466009852221,-0.35200571428571437,-1.5521359605911331,-0.26454390804597705,-1.2897663546798033,-0.3520061412151068,-1.5521367980295568,-0.26454390804597705,-1.2897661083743845,-0.1901022988505748,-1.0664269458128084,-0.19010614121510683,-1.0664516584564865,-0.1901022988505748,-1.0664269458128084,-0.19010591133004934,-1.0664522331691302
BP,34.73548,47.423397,49.322807,49.322235,49.32277,49.322536,39.46297,44.789238,49.322758,49.32252,49.322758,49.322536,-0.42963087027914615,-2.4373737274220035,-0.22129068965517246,-1.475620558292283,-0.19010169129720866,-1.5803367323481123,-0.19011108374384245,-1.4027576847290646,-0.1901022988505748,-1.7422382594417078,-0.19010614121510683,-1.47987249589491,-0.35200377668308713,-1.904140574712644,-0.26454453201970457,-1.5543106403940892,-0.19010249589490977,-1.2565294417077182,-0.19010640394088682,-1.2565580623973733,-0.19010249589490977,-1.2565294417077182,-0.19010614121510683,-1.256558374384237
BZ,34.73546,46.17454,39.46281,44.871548,49.32279,49.32255,49.322807,49.322575,49.32277,49.322536,49.32277,49.32255,-0.4296311986863711,-2.8670049261083745,-0.2417973727422004,-1.7174179310344835,-0.3520064039408868,-1.9323431362889991,-0.263192972085386,-1.6659506568144506,-0.19010197044334987,-1.9323402298850576,-0.19010591133004934,-1.6699784072249595,-0.19010169129720866,-2.0942422660098527,-0.19010550082101813,-1.7444161412151074,-0.1901022988505748,-1.446631740558293,-0.19010614121510683,-1.4466642036124802,-0.1901022988505748,-1.446631740558293,-0.19010591133004934,-1.4466642857142864
AC,23.16514,46.1251,26.728624,44.803135,39.14593,39.147026,26.7288,44.71303,48.069435,48.069176,48.069435,48.069176,-0.6196200328407225,-3.486624958949097,-0.24260919540229886,-1.9600271264367823,-0.5611063382594418,-2.493449474548441,-0.26431633825944184,-1.9302669950738924,-0.35720968801313635,-2.289549917898194,-0.3571916912972086,-2.027170098522168,-0.5611034482758621,-2.6553457142857146,-0.265795894909688,-2.0102120361247953,-0.21068251231527102,-1.6573142528735638,-0.21068676518883425,-1.6573509688013144,-0.21068251231527102,-1.6573142528735638,-0.21068676518883425,-1.6573510509031206
AF,34.603146,39.120964,39.14578,39.208687,39.14578,39.147026,39.14579,39.147015,48.069447,48.069183,48.069447,48.069176,-0.431803842364532,-3.918428801313629,-0.3576196387520526,-2.317646765188835,-0.3572121510673235,-2.8506616256157646,-0.356179195402299,-2.2864461904761915,-0.3572121510673235,-2.6467620689655176,-0.3571916912972086,-2.3843617898193767,-0.3572119868637111,-3.012557701149426,-0.3571918719211823,-2.3674039080459774,-0.2106823152709361,-1.8679965681444999,-0.21068665024630545,-1.8680376190476198,-0.2106823152709361,-1.8679965681444999,-0.21068676518883425,-1.8680378160919549
AQ,23.165144,46.193348,48.069435,48.068855,39.14579,39.147007,39.14578,39.147026,48.069454,48.06919,48.069454,48.069183,-0.6196199671592776,-4.5380487684729065,-0.241488538587849,-2.5591353037766837,-0.21068251231527102,-3.0613441379310355,-0.21069203612479484,-2.4971382266009865,-0.3572119868637111,-3.0039740558292287,-0.3571920032840723,-2.7415537931034493,-0.3572121510673235,-3.3697698522167494,-0.3571916912972086,-2.724595599343186,-0.2106822003284073,-2.078678768472907,-0.21068653530377676,-2.0787241543513963,-0.2106822003284073,-2.078678768472907,-0.21068665024630545,-2.0787244663382602
BC,23.16515,46.1251,26.728674,44.803173,39.14579,39.147007,26.72864,39.147007,48.069454,48.06919,48.069454,48.069183,-0.61961986863711,-5.157668637110016,-0.24260919540229886,-2.801744499178983,-0.5611055172413794,-3.622449655172415,-0.2643157142857143,-2.761453940886701,-0.3572119868637111,-3.36118604269294,-0.3571920032840723,-3.0987457963875213,-0.5611060755336618,-3.930875927750411,-0.3571920032840723,-3.0817876026272586,-0.2106822003284073,-2.2893609688013146,-0.21068653530377676,-2.289410689655173,-0.2106822003284073,-2.2893609688013146,-0.21068665024630545,-2.289411116584566
BF,23.16514,46.125103,26.728624,44.803135,39.14587,39.146965,26.7288,44.71303,48.069454,48.06919,48.069454,48.069183,-0.6196200328407225,-5.777288669950739,-0.24260914614121512,-3.044353645320198,-0.5611063382594418,-4.183555993431857,-0.26431633825944184,-3.0257702791461427,-0.3572106732348112,-3.718396715927751,-0.3571926929392447,-3.455938489326766,-0.5611034482758621,-4.491979376026273,-0.265795894909688,-3.3475834975369465,-0.2106822003284073,-2.500043169129722,-0.21068653530377676,-2.50009722495895,-0.2106822003284073,-2.500043169129722,-0.21068665024630545,-2.5000977668308715
AD,11.619951,45.350807,13.158262,44.75157,37.842815,37.842564,13.15845,44.653126,46.972336,46.972065,46.972336,46.972065,-0.8091962068965517,-6.58648487684729,-0.2553233661740558,-3.2996770114942535,-0.7839365845648605,-4.967492577996717,-0.26516305418719216,-3.290933333333335,-0.37860730706075535,-4.097004022988506,-0.3786114285714286,-3.8345499178981948,-0.7839334975369459,-5.275912873563219,-0.26677954022988515,-3.6143630377668314,-0.22869727422003294,-2.728740443349755,-0.2287017241379311,-2.728798949096881,-0.22869727422003294,-2.728740443349755,-0.2287017241379311,-2.7287994909688025
AR,11.619965,45.35083,46.972336,46.97176,37.842724,37.842472,38.81909,38.818813,46.972336,46.972065,46.972336,46.972065,-0.8091959770114943,-7.395680853858785,-0.25532298850574714,-3.5550000000000006,-0.22869727422003294,-5.19618985221675,-0.22870673234811167,-3.519640065681447,-0.378608801313629,-4.475612824302135,-0.37861293924466344,-4.2131628571428585,-0.36257651888341547,-5.638489392446634,-0.3625810673234812,-3.9769441050903125,-0.22869727422003294,-2.9574377175697877,-0.2287017241379311,-2.957500673234812,-0.22869727422003294,-2.9574377175697877,-0.2287017241379311,-2.9575012151067335
BD,11.619964,45.350838,13.158314,44.751614,37.842724,37.842472,26.600885,37.842472,46.972336,46.972065,46.972336,46.972065,-0.8091959934318556,-8.20487684729064,-0.2553228571428572,-3.810322857142858,-0.7839357307060755,-5.980125582922826,-0.2651623316912973,-3.784802397372744,-0.378608801313629,-4.8542216256157635,-0.37861293924466344,-4.591775796387522,-0.5632038587848932,-6.201693251231528,-0.37861293924466344,-4.355557044334976,-0.22869727422003294,-3.1861349917898205,-0.2287017241379311,-3.186202397372743,-0.22869727422003294,-3.1861349917898205,-0.2287017241379311,-3.1862029392446645
BK,23.030376,37.366497,26.60087,38.818527,37.842766,37.842518,26.601046,38.818825,46.972336,46.972065,46.972336,46.972065,-0.6218329064039408,-8.826709753694582,-0.38642862068965517,-4.196751477832513,-0.563204105090312,-6.543329688013138,-0.36258576354679806,-4.147388160919542,-0.3786081116584566,-5.23282973727422,-0.3786121839080461,-4.970387980295568,-0.5632012151067325,-6.76489446633826,-0.36258087027914626,-4.718137914614122,-0.22869727422003294,-3.4148322660098533,-0.2287017241379311,-3.414904121510674,-0.22869727422003294,-3.4148322660098533,-0.2287017241379311,-3.4149046633825955
BQ,11.619994,34.470306,37.842766,37.84218,26.601046,38.818825,26.601046,39.05629,37.842705,37.842453,37.842705,38.818825,-0.8091955008210181,-9.635905254515599,-0.4339851231527094,-4.630736600985222,-0.3786081116584566,-6.9219377996715945,-0.37861773399014786,-4.52600589490969,-0.5632012151067325,-5.796030952380953,-0.36258087027914626,-5.332968850574714,-0.5632012151067325,-7.328095681444993,-0.35868160919540243,-5.076819523809524,-0.37860911330049263,-3.793441379310346,-0.37861325123152717,-3.793517372742201,-0.37860911330049263,-3.793441379310346,-0.36258087027914626,-3.777485533661742
CA,34.47083,34.470287,37.842705,37.842117,37.842766,37.842518,37.842815,37.842564,46.972336,46.972065,46.972336,46.972065,-0.4339765188834155,-10.069881773399015,-0.43398543513957316,-5.064722036124795,-0.37860911330049263,-7.300546912972087,-0.37861876847290643,-4.904624663382596,-0.3786081116584566,-6.174639064039409,-0.3786121839080461,-5.71158103448276,-0.37860730706075535,-7.706702988505748,-0.3786114285714286,-5.4554309523809525,-0.22869727422003294,-4.022138653530379,-0.2287017241379311,-4.022219096880132,-0.22869727422003294,-4.022138653530379,-0.2287017241379311,-4.006187257799673
CT,34.47083,34.470287,37.842705,37.842117,37.842705,37.842453,37.842705,37.842453,46.972336,46.972065,46.972336,46.972065,-0.4339765188834155,-10.50385829228243,-0.43398543513957316,-5.498707471264368,-0.37860911330049263,-7.6791560262725795,-0.37861876847290643,-5.283243431855502,-0.37860911330049263,-6.553248177339902,-0.37861325123152717,-6.090194285714287,-0.37860911330049263,-8.085312101806242,-0.37861325123152717,-5.834044203612479,-0.22869727422003294,-4.250835927750412,-0.2287017241379311,-4.250920821018063,-0.22869727422003294,-4.250835927750412,-0.2287017241379311,-4.234888981937604
AE,0.0,44.70864,0.0,44.70864,37.537125,37.536846,13.1138,38.992466,45.982292,45.982014,45.982292,45.982014,-1.0,-11.50385829228243,-0.2658679802955665,-5.764575451559935,-1.0,-8.67915602627258,-0.2658679802955665,-5.549111412151069,-0.3836268472906404,-6.936875024630543,-0.3836314285714287,-6.473825714285716,-0.7846666666666667,-8.869978768472908,-0.35972962233169137,-6.193773825944171,-0.24495415435139578,-4.4957900821018075,-0.24495871921182275,-4.495879540229886,-0.24495415435139578,-4.4957900821018075,-0.24495871921182275,-4.479847701149427
AG,22.981016,37.30407,26.471386,37.752563,26.471558,37.536892,26.471558,37.536804,38.50788,38.507607,38.50788,38.507607,-0.6226434154351397,-12.12650170771757,-0.3874536945812808,-6.152029146141216,-0.5653302791461413,-9.244486305418722,-0.3800892775041051,-5.929200689655174,-0.5653274548440066,-7.502202479474549,-0.3836306732348112,-6.857456387520527,-0.5653274548440066,-9.435306223316914,-0.3836321182266011,-6.577405944170772,-0.36768669950738925,-4.863476781609196,-0.3676911822660099,-4.863570722495896,-0.36768669950738925,-4.863476781609196,-0.3676911822660099,-4.847538883415437
AS,0.0,44.708675,45.982292,45.981815,37.537083,37.536804,38.50788,38.507607,45.982292,45.982014,45.982292,45.982014,-1.0,-13.12650170771757,-0.2658674055829229,-6.417896551724139,-0.24495415435139578,-9.489440459770117,-0.24496198686371112,-6.174162676518884,-0.3836275369458128,-7.885830016420362,-0.3836321182266011,-7.241088505747128,-0.36768669950738925,-9.802992922824304,-0.3676911822660099,-6.9450971264367825,-0.24495415435139578,-5.108430935960592,-0.24495871921182275,-5.108529441707719,-0.24495415435139578,-5.108430935960592,-0.24495871921182275,-5.09249760262726
BE,0.0,44.708683,0.0,44.708683,37.537083,37.536804,26.388643,31.626368,45.982292,45.982014,45.982292,45.982014,-1.0,-14.12650170771757,-0.2658672742200329,-6.683763825944172,-1.0,-10.489440459770117,-0.2658672742200329,-6.440029950738917,-0.3836275369458128,-8.269457553366175,-0.3836321182266011,-7.6247206239737295,-0.5666889490968802,-10.369681871921184,-0.4806836124794746,-7.425780738916257,-0.24495415435139578,-5.3533850903119875,-0.24495871921182275,-5.353488160919542,-0.24495415435139578,-5.3533850903119875,-0.24495871921182275,-5.337456321839083
AJ,22.84796,28.665981,26.262768,30.06992,26.262867,30.011612,26.262934,30.011677,38.19215,38.19188,38.19215,38.19188,-0.6248282430213465,-14.751329950738915,-0.529294236453202,-7.213058062397374,-0.5687558620689656,-11.058196321839082,-0.5062410509031199,-6.946271001642037,-0.568754236453202,-8.838211789819377,-0.5071984893267653,-8.131919113300494,-0.5687531362889984,-10.938435008210183,-0.5071974220032841,-7.932978160919541,-0.3728711001642037,-5.7262561904761915,-0.37287553366174064,-5.726363694581282,-0.3728711001642037,-5.7262561904761915,-0.37287553366174064,-5.710331855500824
BG,22.765034,32.746258,25.396067,31.733229,26.262768,30.011662,26.262934,30.011677,38.19215,38.19188,38.19215,38.19188,-0.6261899178981938,-15.377519868637108,-0.46229461412151074,-7.675352676518885,-0.5829874055829228,-11.641183727422005,-0.47892891625615763,-7.425199917898195,-0.5687558620689656,-9.406967651888342,-0.5071976683087028,-8.639116781609196,-0.5687531362889984,-11.507188144499182,-0.5071974220032841,-8.440175582922825,-0.3728711001642037,-6.0991272906403955,-0.37287553366174064,-6.0992392282430234,-0.3728711001642037,-6.0991272906403955,-0.37287553366174064,-6.083207389162565
BR,0.0,34.37142,25.396132,31.733255,13.052528,31.563234,13.067957,37.22842,37.22868,37.2284,37.22868,36.458233,-1.0,-16.37751986863711,-0.43560886699507395,-8.110961543513959,-0.5829863382594417,-12.224170065681447,-0.47892848932676524,-7.9041284072249605,-0.7856727750410509,-10.192640426929394,-0.4817202955665025,-9.120837077175699,-0.7854194252873563,-12.292607569786538,-0.3886958949096881,-8.828871477832513,-0.38869162561576365,-6.487818916256159,-0.388696223316913,-6.487935451559936,-0.38869162561576365,-6.487818916256159,-0.40134264367816097,-6.484550032840726
CB,22.76506,32.746273,25.396132,31.733255,26.262867,30.011612,26.262934,30.011677,38.19215,38.19188,38.19215,38.19188,-0.6261894909688014,-17.00370935960591,-0.46229436781609196,-8.573255911330051,-0.5829863382594417,-12.807156403940889,-0.47892848932676524,-8.383056896551725,-0.568754236453202,-10.761394663382596,-0.5071984893267653,-9.628035566502463,-0.5687531362889984,-12.861360706075537,-0.5071974220032841,-9.336068899835796,-0.3728711001642037,-6.860690016420363,-0.37287553366174064,-6.860810985221677,-0.3728711001642037,-6.860690016420363,-0.37287553366174064,-6.857425566502467
CO,11.341563,33.699654,37.228737,37.22814,13.052528,31.563234,26.262934,30.011677,36.45852,36.458244,36.45852,36.458233,-0.8137674384236453,-17.817476798029556,-0.4466395073891626,-9.019895418719214,-0.38869068965517245,-13.195847093596061,-0.38870049261083744,-8.771757389162563,-0.7856727750410509,-11.547067438423648,-0.4817202955665025,-10.109755862068965,-0.5687531362889984,-13.430113842364536,-0.5071974220032841,-9.84326632183908,-0.4013379310344828,-7.262027947454846,-0.40134246305418725,-7.262153448275865,-0.4013379310344828,-7.262027947454846,-0.40134264367816097,-7.258768210180628
CU,22.765034,32.746258,25.396067,31.733229,26.262768,30.011673,26.262768,30.011673,38.19215,38.19188,38.19215,38.19188,-0.6261899178981938,-18.44366671592775,-0.46229461412151074,-9.482190032840725,-0.5829874055829228,-13.778834499178984,-0.47892891625615763,-9.25068630541872,-0.5687558620689656,-12.115823300492613,-0.5071974876847292,-10.616953349753695,-0.5687558620689656,-13.9988697044335,-0.5071974876847292,-10.35046380952381,-0.3728711001642037,-7.63489904761905,-0.37287553366174064,-7.635028981937605,-0.3728711001642037,-7.63489904761905,-0.37287553366174064,-7.631643743842369
AH,11.387704,36.320995,13.024803,36.56523,26.135143,29.701756,13.024986,35.57247,36.918655,36.918434,36.918655,36.918404,-0.8130097865353038,-19.256676502463055,-0.40359614121510673,-9.885786174055832,-0.7861280295566503,-14.564962528735634,-0.3995857142857143,-9.650272019704435,-0.5708515106732348,-12.686674811165847,-0.5122864367816092,-11.129239786535305,-0.7861250246305419,-14.784994729064042,-0.4158871921182266,-10.766351001642036,-0.3937823481116585,-8.02868139573071,-0.39378597701149437,-8.0288149589491,-0.3937823481116585,-8.02868139573071,-0.3937864696223317,-8.025430213464702
AT,22.7156,26.5419,26.048325,28.880249,25.268265,27.333332,25.268265,27.333332,36.918655,36.918434,36.918655,36.918404,-0.627001642036125,-19.88367814449918,-0.5641724137931036,-10.449958587848936,-0.5722770935960592,-15.137239622331693,-0.5257758784893268,-10.176047898193762,-0.585085960591133,-13.27176077175698,-0.551176814449918,-11.680416600985222,-0.585085960591133,-15.370080689655175,-0.551176814449918,-11.317527816091953,-0.3937823481116585,-8.422463743842368,-0.39378597701149437,-8.422600935960595,-0.3937823481116585,-8.422463743842368,-0.3937864696223317,-8.419216683087035
CD,0.0,33.67035,0.0,31.709154,26.135143,29.701756,13.009168,29.947563,36.918655,36.918434,36.918655,36.918404,-1.0,-20.88367814449918,-0.4471206896551725,-10.897079277504108,-1.0,-16.13723962233169,-0.479324236453202,-10.655372134646964,-0.5708515106732348,-13.842612282430215,-0.5122864367816092,-12.192703037766831,-0.7863847619047619,-16.15646545155994,-0.508250197044335,-11.825778013136288,-0.3937823481116585,-8.816246091954026,-0.39378597701149437,-8.81638691297209,-0.3937823481116585,-8.816246091954026,-0.3937864696223317,-8.813003152709367
AK,11.248195,27.928217,12.96425,29.688908,12.964354,26.139725,12.96443,29.391365,35.86452,35.864254,35.86452,35.864246,-0.8153005747126436,-21.698978719211823,-0.5414085878489326,-11.438487865353041,-0.7871223316912972,-16.924361954022988,-0.5124974055829229,-11.167869540229887,-0.7871206239737274,-14.629732906403943,-0.5707762725779968,-12.763479310344827,-0.7871193760262726,-16.94358482758621,-0.5173831691297209,-12.343161182266009,-0.4110916256157636,-9.22733771756979,-0.4110959934318555,-9.227482906403946,-0.4110916256157636,-9.22733771756979,-0.4110961247947455,-9.224099277504113
BS,0.0,32.695225,12.35536,31.624125,12.909136,27.27577,0.0,35.21767,35.864517,35.864246,35.864517,35.864235,-1.0,-22.698978719211823,-0.4631325944170772,-11.901620459770118,-0.79712052545156,-17.72148247947455,-0.4807204433497538,-11.64858998357964,-0.7880273234811166,-15.41776022988506,-0.5521220032840722,-13.3156013136289,-1.0,-17.94358482758621,-0.4217131362889984,-12.764874318555007,-0.41109167487684733,-9.638429392446637,-0.4110961247947455,-9.638579031198692,-0.41109167487684733,-9.638429392446637,-0.4110963054187193,-9.635195582922831
BU,0.0,32.695206,0.0,31.634388,12.964248,25.068121,12.909136,27.27579,35.864502,35.864235,35.864502,35.864254,-1.0,-23.698978719211823,-0.46313290640394095,-12.364753366174059,-1.0,-18.72148247947455,-0.48055192118226603,-12.129141904761907,-0.7871223645320198,-16.20488259441708,-0.5883723973727422,-13.903973711001642,-0.7880273234811166,-18.731612151067328,-0.5521216748768473,-13.316995993431854,-0.41109192118226606,-10.049521313628903,-0.4110963054187193,-10.04967533661741,-0.41109192118226606,-10.049521313628903,-0.4110959934318555,-10.046291576354687
CC,11.067198,32.062813,12.35536,31.624125,12.949462,26.139696,12.96443,29.63663,35.86452,35.864254,35.86452,35.864246,-0.8182726108374385,-24.517251330049262,-0.4735170279146142,-12.838270394088672,-0.79712052545156,-19.51860300492611,-0.4807204433497538,-12.60986234811166,-0.7873651559934319,-16.99224775041051,-0.570776748768473,-14.474750459770116,-0.7871193760262726,-19.5187315270936,-0.5133558292282431,-13.830351822660097,-0.4110916256157636,-10.460612939244667,-0.4110959934318555,-10.460771330049266,-0.4110916256157636,-10.460612939244667,-0.4110961247947455,-10.457387701149433
